RELIANCE,TCS,HINDUNILVR,HDFCBANK,HDFC,INFY,KOTAKBANK,BHARTIARTL,ITC,ICICIBANK,SBIN,ASIANPAINT,DMART,BAJFINANCE,MARUTI,HCLTECH,LT,WIPRO,AXISBANK,ULTRACEMCO,HDFCLIFE,COALINDIA,ONGC,SUNPHARMA,NTPC,POWERGRID,TITAN,DABUR,IOC,BAJAJFINSV,PIDILITIND,BPCL,HINDZINC,BRITANNIA,SBILIFE,SHREECEM,BAJAJ-AUTO,SBICARD,TECHM,GODREJCP,DIVISLAB,DRREDDY,ICICIPRULI,ADANIPORTS,ICICIGI,BERGEPAINT,HDFCAMC,GSKCONS,INDIGO,SIEMENS,EICHERMOT,MARICO,M&M,JSWSTEEL,MCDOWELL-N,GAIL,CIPLA,COLPAL,DLF,TORNTPHARM,PGHH,BANDHANBNK,BIOCON,HEROMOTOCO,GRASIM,AMBUJACEM,TATASTEEL,HAVELLS,PETRONET,INFRATEL,HINDPETRO,YESBANK,ALKEM,BOSCHLTD,CADILAHC,IGL,LUPIN,UPL,NAUKRI,LTI,BANKBARODA,MRF,MUTHOOTFIN,NMDC,INDUSINDBK,UBL,PFC,AUROPHARMA,VEDL,ADANIGREEN,WHIRLPOOL,HONAUT,TATAMOTORS,PNB,HINDALCO,GLAXO,3MINDIA,PEL,KANSAINER,ADANITRANS,Sensex
2617.9,3310.62,2371.19,1319.39,2202.58,1474.06,1857.9,687.99,275.05,718.01,465.61,3173.18,3632.58,5839.51,7887.53,1025.49,1642.05,464.33,677.71,6050.61,550.81,184.46,156.46,924.82,150.98,226.31,2175.25,509.14,117.49,12693.15,2202.64,331.92,296.89,3498.8,1081.29,21930.61,3822.36,749.12,1138.09,757.36,4132.78,4291.4,515.79,764.47,1228.18,632.87,1738.97,,1711.76,2388.94,2745.56,533.96,934.48,554.41,791.69,154.13,978.03,1599.8,335.63,2668.98,13280.07,318.19,339.83,2650.8,1488.11,365.37,1028.79,1254.67,228.62,,239.24,13.92,3001.62,14200.58,,373.64,634.89,798.14,3522.05,4127.01,99.01,74258.4,1161.75,130.59,910.15,1488.14,108.88,566.42,303.31,2266.79,1568.67,31511.85,424.64,30.43,411.58,1552.33,18008.42,1912.7,402.29,2232.15,731.17
2619.42,3295.55,2321.78,1313.26,2202.45,1446.72,1876.46,679.99,272.23,711.23,463.29,3120.81,3626.86,5791.06,7846.36,997.82,1626.59,462.17,670.65,5866.11,552.18,183.45,152.03,918.84,149.22,227.77,2142.56,503.06,118.55,12422.17,2188.02,331.03,298.52,3469.17,1070.54,21807.51,3802.46,759.54,1111.82,758.52,3718.53,4331.59,507.64,755.43,1208.37,617.12,1705.97,,1677.21,2400.7,2728.3,530.76,952.07,548.43,781.56,153.26,970.72,1560.6,328.29,2581.08,13239.94,313.42,332.75,2636.66,1400.91,362.82,1019.59,1228.7,225.81,,241.71,13.61,2940.74,14083.93,,370.28,608.38,791.45,3489.24,4024.58,96.56,74008.53,1145.92,128.15,905.16,1454.78,107.98,543.75,309.73,2178.1,1546.0,31089.95,422.16,30.43,406.14,1550.33,17994.68,1802.66,407.86,2178.27,716.84
2625.82,3195.48,2300.44,1329.41,2235.4,1418.99,1917.94,684.58,272.08,716.18,458.77,2897.66,3618.12,5837.35,7756.97,973.38,1601.93,448.23,666.11,5880.11,567.94,181.91,150.69,911.73,150.26,225.01,2125.23,496.72,115.92,12439.52,2133.57,328.6,307.92,3505.75,1106.78,21404.11,3781.03,749.6,1060.85,758.97,3609.87,4341.91,520.37,720.9,1232.25,577.6,1702.99,,1655.04,2364.41,2695.46,523.89,935.28,531.6,756.24,152.39,976.31,1564.81,315.34,2625.98,13199.48,311.45,325.12,2634.12,1404.78,362.39,1003.91,1226.17,220.87,,236.22,13.19,2968.89,13868.72,,368.85,594.83,771.91,3373.13,3853.01,95.08,74423.51,1133.19,122.35,908.18,1444.71,107.59,525.51,305.42,2182.1,1495.05,30922.68,419.77,30.29,397.78,1530.87,17919.06,1820.02,410.14,2107.46,694.31
2587.3,3203.65,2278.15,1355.58,2275.16,1419.06,1903.73,686.11,265.96,722.78,460.09,2786.98,3533.68,5756.96,7739.64,978.63,1556.99,448.94,676.98,5798.98,571.89,181.59,150.3,903.54,152.55,226.19,2114.66,493.88,113.52,12324.71,2128.57,318.95,302.53,3544.36,1095.49,21222.79,3813.52,743.54,1073.12,766.91,3435.13,4318.8,521.63,690.39,1262.92,558.62,1720.02,,1759.68,2326.85,2702.96,527.1,922.69,539.87,747.82,150.53,966.6,1586.43,312.5,2859.78,13072.01,310.99,324.38,2607.16,1370.85,363.19,1033.14,1194.03,218.25,,231.36,13.03,2976.85,13749.35,,368.23,594.41,744.22,3438.11,3816.32,95.82,74519.83,1125.27,123.29,889.16,1447.8,106.55,528.71,305.03,2115.55,1495.27,30544.58,413.94,29.74,401.89,1512.97,17591.63,1827.56,405.19,2059.85,662.89
2574.11,3254.66,2312.32,1384.2,2320.79,1451.94,1935.26,687.84,268.11,737.09,470.69,2814.63,3617.47,6002.98,7909.07,1001.6,1590.0,462.88,689.25,5924.19,596.67,183.87,144.6,903.38,151.48,225.07,2139.68,497.94,114.11,12765.78,2156.29,323.09,298.46,3540.55,1120.47,21839.34,3842.87,763.02,1113.75,781.89,3494.76,4355.79,530.33,703.4,1264.1,571.4,1778.05,,1819.57,2368.31,2745.98,523.96,940.43,548.39,775.58,146.55,966.75,1605.12,324.3,2917.76,13328.69,323.15,330.89,2691.03,1400.14,365.83,1046.56,1173.01,217.18,,229.79,13.36,3042.89,14179.37,,369.75,602.66,755.86,3672.84,3958.19,99.0,74989.37,1070.15,124.41,920.45,1473.52,108.83,531.17,309.48,2176.55,1596.65,31137.34,429.01,30.43,413.39,1519.24,17521.87,1677.39,405.47,2157.25,673.36
2640.57,3357.16,2352.34,1409.32,2375.69,1519.01,1920.59,696.04,268.88,748.5,474.04,2856.7,3745.53,6089.14,8018.9,1041.84,1649.22,477.62,693.83,6096.73,606.38,185.81,143.39,894.91,151.13,228.21,2236.71,507.32,115.16,12920.1,2215.63,326.38,298.15,3580.62,1139.66,22434.53,3876.26,772.69,1158.71,793.0,3575.4,4373.84,530.56,727.45,1280.03,592.96,1824.99,,1809.27,2415.29,2770.58,533.87,990.5,537.59,817.41,143.7,986.51,1610.31,341.36,2912.65,13405.63,328.21,335.34,2763.46,1431.15,369.75,1052.09,1212.03,219.36,,230.95,13.47,3073.18,14421.86,,375.63,613.65,780.52,3797.11,4171.38,100.74,75317.8,1114.8,124.06,938.81,1523.82,110.3,528.59,310.39,2178.14,1640.8,31448.73,441.5,31.29,413.57,1524.79,19677.48,1739.61,406.39,2172.81,688.4
2638.54,3361.72,2342.19,1396.23,2312.21,1503.66,1859.49,700.16,270.75,752.17,471.12,2857.56,3957.72,6104.76,7973.65,1038.05,1658.33,477.58,687.84,6083.99,599.91,191.96,149.53,861.44,155.68,232.84,2210.95,516.68,116.24,12953.65,2237.36,326.84,300.31,3630.44,1167.03,22207.49,3890.89,778.46,1178.28,772.13,3592.79,4364.14,524.26,740.29,1270.65,609.42,1891.49,,1829.65,2437.93,2771.65,535.8,1031.4,549.82,814.44,147.86,993.37,1627.39,346.07,2861.88,13629.06,327.15,334.7,2776.63,1434.54,369.61,1059.42,1202.96,225.7,,228.82,13.26,3130.69,14603.37,,380.7,616.32,783.17,4095.99,4242.58,101.34,77151.96,1138.45,125.68,934.06,1536.96,111.31,534.3,320.52,1911.88,1648.05,32036.65,446.05,31.59,421.72,1516.48,20132.79,1859.49,404.35,2061.24,740.21
2638.15,3361.69,2336.94,1391.06,2320.21,1491.29,1859.54,697.2,272.2,751.0,468.69,2882.2,3888.78,6034.85,7958.64,1028.76,1649.92,473.95,687.04,6009.55,604.79,195.79,150.54,846.31,158.3,230.02,2225.11,520.64,118.19,12738.0,2235.28,328.02,307.9,3586.05,1158.7,21871.86,3767.91,774.24,1163.33,768.62,3581.07,4320.97,544.03,735.86,1252.56,602.68,1863.12,,1844.78,2445.13,2774.7,524.78,1037.92,564.47,806.27,148.51,988.29,1629.93,339.38,2830.71,13959.34,330.92,329.64,2756.27,1430.32,371.38,1065.59,1192.36,227.29,,231.41,13.23,3128.38,14633.67,,376.21,612.74,779.04,4123.98,4250.69,101.16,76880.84,1121.02,126.25,927.92,1540.34,110.99,546.36,319.23,1839.62,1655.91,31902.45,442.87,31.43,412.61,1515.94,20806.76,1853.98,400.61,1968.49,765.25
2701.3,3406.45,2277.91,1383.53,2295.18,1497.25,1862.2,691.34,271.97,747.47,469.68,2884.48,3881.78,6021.94,7911.2,1030.21,1639.27,474.08,689.01,5961.18,600.5,197.91,150.68,851.33,157.72,225.74,2207.55,518.12,117.38,12809.27,2222.35,328.95,306.16,3550.53,1135.0,21592.91,3702.02,775.77,1143.95,765.0,3523.93,4333.59,544.13,740.76,1233.54,616.59,1863.27,,1833.3,2414.77,2743.58,517.29,1048.73,566.69,821.4,149.32,990.64,1600.39,337.75,2855.41,14115.32,331.14,322.37,2669.79,1427.36,374.24,1071.47,1178.87,224.2,,230.7,13.41,3091.42,14672.21,,363.65,608.06,778.6,3944.85,4309.63,104.23,75592.69,1112.77,126.86,936.6,1532.86,111.65,534.46,319.25,1910.58,1660.86,31656.83,439.66,31.8,409.91,1510.12,21276.45,1815.61,410.98,2001.31,745.75
2793.34,3461.63,2295.14,1388.75,2293.69,1540.73,1864.2,689.19,273.54,750.04,470.15,2888.89,3815.51,6106.62,7817.47,1058.6,1660.81,483.14,685.61,5766.59,610.57,197.34,152.18,864.45,156.16,226.76,2220.72,517.59,118.39,12964.59,2216.57,329.33,301.95,3529.69,1151.59,20801.45,3689.94,783.74,1161.66,768.4,3500.02,4353.42,550.52,746.29,1232.27,615.62,1875.09,,1829.14,2376.12,2692.49,516.13,1037.3,568.79,815.03,148.49,973.12,1576.26,335.64,2800.65,14091.69,324.04,322.23,2619.85,1359.4,367.64,1075.73,1164.56,226.8,,232.97,13.3,3110.76,14548.21,,357.85,612.42,775.71,3870.71,4392.74,103.35,76451.94,1109.98,127.92,936.86,1536.91,112.2,530.44,319.38,1879.88,1653.77,32052.31,435.91,31.83,411.01,1507.13,21499.52,1800.35,412.79,1982.03,757.0
2775.79,3418.11,2277.53,1380.25,2278.63,1518.42,1861.28,684.27,273.53,746.9,461.88,2836.48,3730.58,5987.51,7684.79,1035.29,1643.96,469.96,676.11,5626.65,609.15,194.44,154.34,863.49,156.36,224.94,2184.18,508.77,117.3,12437.81,2165.4,320.8,298.85,3484.39,1142.81,20134.18,3777.88,771.82,1130.76,755.22,3491.57,4309.18,556.79,736.15,1208.01,594.45,1848.88,,1804.82,2354.38,2657.59,511.73,1030.15,573.28,801.07,148.42,973.81,1542.7,326.83,2770.51,13928.59,322.84,316.2,2547.09,1325.75,365.91,1070.79,1152.46,228.04,,227.36,13.22,3113.72,14318.65,,354.85,606.05,772.67,3720.95,4284.01,101.05,75403.95,1078.04,123.16,927.38,1520.57,109.48,522.6,317.59,1811.73,1602.6,31299.2,428.71,31.33,404.96,1508.63,20802.32,1772.89,412.05,1995.92,743.56
2773.03,3375.14,2216.6,1362.41,2249.77,1509.44,1847.76,680.42,273.48,737.02,462.95,2747.86,3727.12,5894.2,7700.49,1022.32,1600.17,467.67,667.43,5493.64,602.33,197.89,160.77,846.27,156.3,224.96,2104.29,501.54,118.37,12329.88,2137.39,320.45,304.03,3409.48,1127.37,19706.45,3825.41,768.04,1130.26,749.33,3487.72,4158.18,559.24,734.22,1158.79,581.16,1852.5,,1810.4,2353.05,2636.04,499.33,1034.32,572.21,789.9,151.33,971.4,1514.13,318.64,2775.68,13851.61,326.43,316.17,2545.56,1311.15,363.95,1069.34,1125.92,228.35,,229.88,13.12,3111.33,14131.09,,350.78,605.56,754.31,3620.07,4270.1,101.81,72419.06,1067.61,123.39,923.54,1497.61,109.63,516.72,315.29,1832.88,1584.81,31864.64,432.79,31.26,406.52,1511.13,20960.35,1776.49,408.57,2048.85,725.28
2741.07,3380.99,2199.29,1369.67,2261.92,1502.54,1861.06,674.4,270.49,733.36,470.58,2720.56,3732.92,5936.84,7832.62,1027.78,1589.39,469.31,664.37,5560.52,602.51,199.51,164.52,846.29,158.1,224.9,2118.39,495.0,118.47,12456.23,2114.44,322.83,299.61,3348.69,1142.76,19687.07,3808.95,781.75,1128.04,748.72,3500.93,4165.84,548.69,731.03,1113.84,578.95,1893.71,,1800.79,2361.57,2644.53,491.35,1044.43,577.58,778.44,152.84,963.79,1511.53,325.78,2805.41,13879.46,329.14,316.65,2588.09,1335.2,362.75,1083.69,1114.07,228.67,,233.0,13.21,3139.35,14110.99,,348.25,609.76,737.43,3634.42,4299.93,103.78,71181.08,1072.76,123.48,921.57,1486.91,110.81,519.65,314.68,1824.79,1579.67,32535.75,435.67,31.35,404.12,1522.58,21000.41,1761.22,404.35,2074.36,717.51
2763.87,3407.19,2196.82,1368.42,2255.77,1504.92,1852.49,670.14,269.79,728.7,465.94,2669.72,3803.43,5892.14,7935.68,1024.48,1579.53,470.77,655.01,5481.26,603.58,199.12,166.08,848.26,156.04,223.87,2134.47,493.47,118.67,12424.62,2077.88,328.7,295.41,3346.15,1154.37,19224.11,3846.95,773.12,1129.88,753.94,3490.44,4303.68,554.98,729.61,1131.92,572.31,1865.22,,1788.44,2356.66,2679.35,490.65,1044.69,570.35,783.24,152.8,967.57,1513.19,323.9,2857.1,13719.5,332.33,333.76,2586.74,1309.3,365.91,1055.38,1119.94,226.12,,237.84,13.15,3138.72,14269.0,,360.32,619.23,741.28,3729.39,4336.82,104.01,70346.88,1072.56,121.95,914.94,1494.04,108.81,528.12,305.62,1820.0,1579.12,32807.52,429.88,31.0,398.06,1537.44,20780.52,1736.02,400.52,2110.26,727.46
